Transaction_ID,Transaction_Date,Customer_Name,City,Account_Type,Transaction_Type,Channel,Status,Amount,Fee,Balance,Credit_Score,Customer_Age,Risk_Score,Email
5001,2026-01-13,Christopher Phillips,Seattle,CHECKING ,Deposit,Branch,PENDING,399.54,0.0,12622.15,591.0,68,0.19,
5002,2025-11-01,Jessica Baker,DALLAS ,Loan,Withdrawal,ATM,PENDING,6751.91,0.0,40566.81,523.0,69,0.78,thomasramirez@example.net
5003,2025-10-05,Christine Howard,Chicago,Credit,Deposit,Mobile,Pending,10952.73,5.0,,713.0,26,0.57,bradley81@example.com
5004,2025-10-29,Alicia Casey,Atlanta,Savings,Transfer,Online,Failed,4187.65,10.0,41788.47,603.0,44,0.4,hortonsuzanne@example.com
5005,2025-09-12,Scott Lee,Atlanta,CHECKING ,payment ,Online,completed ,8365.32,10.0,16552.0,548.0,35,0.8,heather51@example.org
5006,2025-09-30,Phillip Wong,New York,Checking,Payment,Branch,Pending,2115.96,10.0,28287.72,654.0,68,0.6,cervantesjeffrey@example.org
5007,2025-08-08,Tammy Miller,Chicago,CHECKING ,Transfer,Mobile,Failed,8956.23,2.5,19390.15,759.0,54,0.31,stephanie45@example.com
5008,2025-11-08,  CARLOS MCBRIDE  ,Dallas,Loan,Withdrawal,mobile ,PENDING,6819.51,10.0,43854.72,654.0,53,0.75,cassandra04@example.org
5009,03/03/2026,Kimberly Velez,Dallas,Savings,Fee,Branch,completed ,4879.24,0.0,6037.45,705.0,40,0.3,nsmith@example.org
5010,2025-12-15,Cynthia Castillo MD,Dallas, savings,Withdrawal,Branch,Completed,3994.22,15.0,30526.4,628.0,55,0.74,cookvictor@example.com
5011,06/07/2025,  PAUL LEVY  ,Seattle,Credit,Deposit,Branch,PENDING,8834.92,0.0,29627.79,523.0,25,0.7,candice67@example
5012,2025-06-24,Antonio Mullins,Atlanta, savings,Transfer,BRANCH,Failed,3663.88,2.5,40471.1,617.0,27,0.18,freemanbryan@example.org
5013,01/18/2026,Tiffany Lopez,DALLAS ,Savings,Withdrawal,Mobile,Completed,2894.06,5.0,22706.37,736.0,32,0.34,lloydlori@example.com
5014,02/16/2026,Elizabeth Hoffman MD,DALLAS ,Checking,Withdrawal,mobile ,completed ,6111.05,2.5,11080.49,725.0,24,0.24,theresagriffith@example.org
5015,12/28/2025,Bryan Sherman,Dallas,Checking,Withdrawal,Mobile,PENDING,4468.2,0.0,29169.42,797.0,24,0.74,cohenmelissa@example.net
5016,02/14/2026,  TYRONE COX  ,Chicago,Savings,payment ,Branch,Failed,12930.74,2.5,6434.39,811.0,36,0.59,walkerterri@example.net
5017,2025-06-30,Tammy Jackson,Dallas,Loan,Withdrawal,ATM,Failed,10083.56,0.0,23132.62,557.0,21,0.49,bferrell@example.net
5018,2025-12-24,Courtney Smith,Dallas,Checking,Transfer,ATM,Failed,12510.33,10.0,15474.6,790.0,21,0.67,chensley@example
5019,2025-08-05,Glenn Davis, new york, savings,Withdrawal,ATM,Pending,10771.24,0.0,,655.0,53,0.52,smithjerry@example.org
5020,2025-11-27,  JENNIFER JONES  ,Chicago,CHECKING ,Transfer,Mobile,Failed,8286.41,2.5,28264.89,577.0,25,0.9,seanhuber@example.org
5021,2025-04-21,Rachael Hardy,Dallas,Checking,payment ,BRANCH,Failed,3761.71,0.0,18007.09,806.0,47,0.93,wblack@example.org
5022,2025-10-10,Kristina Long,Dallas,Loan,payment ,Branch,Completed,12964.36,15.0,12784.28,601.0,65,0.19,april37@example.org
5023,2025-11-21,Michelle Young,Chicago,CHECKING ,Withdrawal,Mobile,Completed,5992.03,0.0,43285.47,662.0,43,0.65,christopherpatterson@example.net
5024,2025-10-19,Richard Kelly, new york, savings,Transfer,BRANCH,Pending,5201.66,15.0,16027.03,830.0,53,0.2,pgilbert@example.net
