Transaction_ID,Transaction_Date,Customer_Name,City,Account_Type,Transaction_Type,Channel,Status,Amount,Fee,Balance,Credit_Score,Customer_Age,Risk_Score,Email
5001,2026-02-03,Erik Taylor,Seattle,CHECKING ,Deposit,Branch,PENDING,399.54,0.0,12622.15,591.0,68,0.19,
5002,2025-11-27,Christine Kelly,DALLAS ,Loan,Withdrawal,ATM,PENDING,6751.91,0.0,40566.81,523.0,69,0.78,patrick94@example.org
5003,2025-12-05,Cathy Wolfe,Chicago,Credit,Deposit,Mobile,Pending,10952.73,5.0,,713.0,26,0.57,christopher37@example.org
5004,2025-10-02,Beth Davis,Atlanta,Savings,Transfer,Online,Failed,4187.65,10.0,41788.47,603.0,44,0.4,kmoore@example.com
5005,2025-10-24,Jeffrey Richardson,Atlanta,CHECKING ,payment ,Online,completed ,8365.32,10.0,16552.0,548.0,35,0.8,amanda13@example.org
5006,2025-09-24,Gregory Jackson,New York,Checking,Payment,Branch,Pending,2115.96,10.0,28287.72,654.0,68,0.6,patrickkelly@example.com
5007,2025-07-28,Tammy Murphy,Chicago,CHECKING ,Transfer,Mobile,Failed,8956.23,2.5,19390.15,759.0,54,0.31,christopherbaldwin@example.net
5008,2026-01-23,  SUSAN GARCIA  ,Dallas,Loan,Withdrawal,mobile ,PENDING,6819.51,10.0,43854.72,654.0,53,0.75,stricklandkenneth@example.com
5009,06/11/2025,Raymond Dean,Dallas,Savings,Fee,Branch,completed ,4879.24,0.0,6037.45,705.0,40,0.3,iherrera@example
5010,2025-08-23,Anna Schwartz,Dallas, savings,Withdrawal,Branch,Completed,3994.22,15.0,30526.4,628.0,55,0.74,steelejoyce@example.com
5011,06/25/2025,  LAURA MACK  ,Seattle,Credit,Deposit,Branch,PENDING,8834.92,0.0,29627.79,523.0,25,0.7,zimmermankimberly@example.org
5012,2025-12-31,Jennifer Robertson,Atlanta, savings,Transfer,BRANCH,Failed,3663.88,2.5,40471.1,617.0,27,0.18,msantos@example.com
5013,09/02/2025,Eric Brown,DALLAS ,Savings,Withdrawal,Mobile,Completed,2894.06,5.0,22706.37,736.0,32,0.34,christian11@example.org
5014,06/12/2025,Katie Young,DALLAS ,Checking,Withdrawal,mobile ,completed ,6111.05,2.5,11080.49,725.0,24,0.24,cthomas@example.net
5015,05/18/2025,Jamie Brown,Dallas,Checking,Withdrawal,Mobile,PENDING,4468.2,0.0,29169.42,797.0,24,0.74,pchaney@example.org
5016,07/25/2025,  KELLY BUCK  ,Chicago,Savings,payment ,Branch,Failed,12930.74,2.5,6434.39,811.0,36,0.59,sandersbruce@example.net
5017,2025-05-07,Linda Acosta,Dallas,Loan,Withdrawal,ATM,Failed,10083.56,0.0,23132.62,557.0,21,0.49,mckeesteven@example.net
5018,2025-06-29,Jessica Gibson,Dallas,Checking,Transfer,ATM,Failed,12510.33,10.0,15474.6,790.0,21,0.67,arellanotaylor@example.net
5019,2025-03-28,Amy Sanchez, new york, savings,Withdrawal,ATM,Pending,10771.24,0.0,,655.0,53,0.52,pbenson@example.net
5020,2025-08-26,  EVAN BROOKS  ,Chicago,CHECKING ,Transfer,Mobile,Failed,8286.41,2.5,28264.89,577.0,25,0.9,tsanchez@example.net
5021,2025-06-17,Michael Marshall,Dallas,Checking,payment ,BRANCH,Failed,3761.71,0.0,18007.09,806.0,47,0.93,martinezdenise@example.org
5022,2025-07-25,Marissa Ayala,Dallas,Loan,payment ,Branch,Completed,12964.36,15.0,12784.28,601.0,65,0.19,saraspencer@example.org
5023,2025-05-29,Maria Hamilton,Chicago,CHECKING ,Withdrawal,Mobile,Completed,5992.03,0.0,43285.47,662.0,43,0.65,perkinsallison@example.net
5024,2025-07-14,Zachary Walker, new york, savings,Transfer,BRANCH,Pending,5201.66,15.0,16027.03,830.0,53,0.2,james80@example
5025,10/16/2025,Robert Lowe,Dallas,Credit,Transfer,Online,completed ,1072.86,10.0,46078.16,839.0,41,0.66,banksjoshua@example.com
5026,2025-12-16,Robert Cortez,Seattle,CHECKING ,payment ,Online,Pending,13544.51,5.0,28670.71,727.0,56,0.81,hannahvalentine@example.com
5027,2026-02-10,Jacob Davidson,DALLAS ,CHECKING ,Deposit,Mobile,completed ,,10.0,31830.57,691.0,26,0.8,goldenkirsten@example.net
5028,2025-12-17,  SHANNON KIRK  , new york,Loan,payment ,mobile ,completed ,8645.67,10.0,34969.54,773.0,46,0.31,davisvictor@example.net
5029,2025-06-13,Tommy Rowland,DALLAS ,Savings,Fee,mobile ,completed ,3756.74,15.0,6507.25,588.0,50,0.67,sheltonchristina@example.net
5030,2025-12-24,Paula Ward,Seattle,Checking,payment ,Mobile,Pending,12925.89,2.5,13329.98,646.0,61,0.34,qglass@example.org
5031,2025-08-10,Max Evans,DALLAS ,Checking,Withdrawal,mobile ,completed ,5760.95,0.0,35467.75,552.0,47,0.45,perrycarolyn@example.org
5032,2025-10-08,Hannah Foster, new york,Loan,Deposit,Online,Pending,14142.56,0.0,,734.0,55,0.74,hoganemily@example.com
5033,05/21/2025,Jesse Yoder,Chicago,Loan,Withdrawal,ATM,completed ,,5.0,1834.84,721.0,58,0.58,qclark@example
5034,2025-07-13,Raymond Castillo,New York,Credit,Transfer,mobile ,Pending,3802.77,0.0,23780.19,796.0,24,0.95,courtney46@example.net
5035,2025-12-02,Megan Marquez,New York,Checking,Withdrawal,mobile ,Completed,7116.58,0.0,28416.49,631.0,50,0.69,gregory38@example.net
5036,2026-01-20,James Benson,Seattle,Credit,Fee,Mobile,Failed,10168.28,2.5,20134.39,621.0,25,0.6,wjohnston@example.com
5037,2025-08-05,  CHRISTOPHER LOWERY  , new york, savings,Transfer,mobile ,Failed,9931.28,0.0,25545.06,694.0,21,0.82,nreynolds@example.net
5038,12/23/2025,Lisa Frost,Chicago, savings,Fee,Mobile,completed ,11625.26,2.5,22060.94,823.0,38,0.37,amy86@example.com
5039,2025-04-28,Laura Cross,DALLAS ,Credit,Withdrawal,Branch,completed ,7326.06,0.0,39992.7,694.0,38,0.85,patrick40@example.net
5040,07/02/2025,Mercedes Chavez,Chicago,CHECKING ,payment ,BRANCH,completed ,7375.05,15.0,1353.54,670.0,35,0.44,tammykelly@example.com
5041,2026-01-18,Ronald Baker,Seattle,Credit,Payment,ATM,Completed,3789.77,0.0,36203.57,681.0,28,0.73,ymartinez@example.org
5042,2025-08-24,Colleen Case,Seattle,Checking,Payment,ATM,completed ,3431.56,0.0,15462.25,793.0,29,0.33,mossmelissa@example.net
5043,2025-10-20,  TINA LEVY  ,Dallas,Loan,Transfer,Mobile,PENDING,5127.07,0.0,12997.68,764.0,28,0.8,
5044,2025-09-25,Kristin Bishop,DALLAS ,Loan,Fee,Branch,Pending,8952.0,5.0,11671.51,787.0,45,0.48,rpearson@example.org
5045,2025-03-31,Susan Henderson, new york,Credit,payment ,Branch,Failed,1240.78,0.0,9103.77,558.0,31,0.1,peggylee@example.net
5046,2025-08-20,Michael Nguyen,Chicago,CHECKING ,Fee,Online,Completed,9926.22,0.0,21544.38,798.0,35,0.65,rhicks@example
5047,10/27/2025,  RICHARD CARR  ,DALLAS ,Loan,payment ,mobile ,PENDING,4578.77,2.5,47162.47,776.0,55,0.52,katie85@example.org
5048,2025-06-11,Ronald Patterson,Atlanta,Savings,payment ,ATM,Failed,12325.78,5.0,2491.47,609.0,51,0.54,nathan73@example.net
5049,2025-04-24,William Hill,DALLAS ,CHECKING ,Deposit,mobile ,Completed,12869.55,0.0,20876.43,773.0,39,0.66,austinallen@example.net
5050,2025-05-14,Diane Richardson,New York,CHECKING ,Fee,Mobile,PENDING,6943.1,0.0,9785.34,705.0,60,0.74,sandrews@example.net
5051,2025-12-11,  REBECCA CRUZ  , new york,Checking,payment ,ATM,completed ,2396.71,5.0,1176.89,728.0,26,0.29,cartershannon@example.net
5052,2025-05-25,Lori Moore,DALLAS ,Loan,Transfer,Mobile,Failed,3674.87,5.0,7659.78,617.0,59,0.53,nryan@example.net
5053,2025-12-30,Steven Contreras,Dallas,CHECKING ,Payment,mobile ,completed ,12566.2,5.0,49945.67,770.0,30,0.48,charles13@example.net
5054,2025-09-28,Jennifer Franklin,New York,Checking,Transfer,Online,Completed,678.62,10.0,23912.32,715.0,45,0.94,rtrevino@example
5055,2025-12-02,Tina Lee,Atlanta, savings,Transfer,ATM,completed ,254.83,0.0,20793.94,599.0,25,0.5,clarkgary@example.org
5056,2025-04-18,  BRITTANY MORRIS  ,New York, savings,Deposit,ATM,Completed,9271.46,0.0,31742.47,667.0,35,0.73,nathan77@example.net
5057,09/18/2025,Julia Craig,Dallas,Credit,Payment,Online,Failed,5638.25,0.0,12587.77,730.0,57,0.68,stevenhood@example.net
5058,10/30/2025,Joseph Deleon,Chicago,Loan,Payment,Branch,completed ,10010.94,15.0,23530.04,667.0,64,0.56,stacey51@example.net
5059,2026-01-25,Christina Allen,Seattle,Loan,Deposit,BRANCH,completed ,3577.16,5.0,18268.48,671.0,65,0.35,alan31@example.com
5060,2025-06-29,Zachary Moore,DALLAS ,Credit,Withdrawal,Online,Completed,9115.8,0.0,11340.72,,60,0.31,ebony61@example.org
5061,11/03/2025,Jo Patterson,DALLAS , savings,Payment,Online,Failed,10992.09,0.0,45526.58,687.0,68,0.45,charles39@example.org
5062,2026-03-12,Sonya Melendez,New York,CHECKING ,Payment,ATM,PENDING,12068.38,2.5,48163.22,592.0,69,0.92,marvinwilson@example.net
5063,2025-11-26,  MARY GALLEGOS  ,Dallas,Savings,Transfer,BRANCH,Completed,5544.57,10.0,33780.87,819.0,45,0.8,
5064,05/08/2025,Madison Garcia, new york,CHECKING ,Transfer,BRANCH,PENDING,13643.08,0.0,32637.35,579.0,29,0.14,xgrant@example.org
5065,2025-10-17,Charles Craig, new york,Loan,Fee,ATM,PENDING,11140.48,0.0,44327.98,570.0,52,0.62,gabriel47@example.net
5066,12/14/2025,Janice Davis,Dallas,CHECKING ,Payment,Mobile,PENDING,931.74,0.0,9895.52,582.0,50,0.18,
5067,2025-06-09,  CRYSTAL GARCIA  ,New York,Checking,Fee,ATM,Pending,3258.87,15.0,12033.43,,59,0.1,stephenhernandez@example.net
5068,11/28/2025,Alexis Lopez, new york, savings,Payment,BRANCH,PENDING,261.32,0.0,3093.75,735.0,54,0.2,vanessareyes@example.net
5069,08/31/2025,Ryan Moreno,Seattle,Credit,Transfer,BRANCH,PENDING,9659.03,0.0,3510.86,765.0,46,0.46,hernandezjulie@example.net
5070,02/14/2026,Steven Odonnell,Atlanta, savings,payment ,Branch,completed ,4894.65,5.0,26762.56,752.0,53,0.61,hammondderek@example.com
5071,2025-10-18,Kristen Wilkinson, new york,Credit,Transfer,ATM,Pending,5995.98,10.0,5206.75,738.0,41,0.67,williamsemily@example.org
5072,2025-11-14,Kimberly Ward,Seattle, savings,Deposit,mobile ,Pending,8807.31,5.0,28303.33,582.0,47,0.4,kristenburton@example.net
5073,2025-05-06,Monica Cruz,Seattle,Checking,payment ,Mobile,PENDING,7245.79,15.0,5856.81,804.0,44,0.2,phardy@example.net
5074,04/01/2025,  DANIEL ROMERO  ,Seattle,CHECKING ,payment ,Branch,completed ,4030.03,0.0,14026.88,678.0,42,0.4,cynthiaelliott@example.org
5075,2026-03-15,Samantha Rodriguez,Atlanta,Loan,Transfer,Online,PENDING,,0.0,15926.05,686.0,70,0.9,johnsonmark@example
5076,2026-02-21,Sara Jones,Dallas,Loan,Transfer,ATM,Pending,4115.67,15.0,25861.14,696.0,48,0.19,tlopez@example.org
5077,2026-01-17,Terry Pham,Atlanta,Checking,Payment,Mobile,completed ,4359.47,0.0,882.63,740.0,32,0.21,samanthabrown@example.com
5078,2026-01-28,Victoria Snyder,Atlanta,Savings,Payment,Mobile,Pending,8646.99,5.0,20518.93,847.0,47,0.35,andrewhill@example.net
5079,2025-03-18,Vincent Chang, new york,Loan,Fee,BRANCH,Pending,6021.74,0.0,20090.45,678.0,68,0.39,bryce97@example.net
5080,02/10/2026,Sandra Hill,Seattle,Checking,Deposit,BRANCH,PENDING,2218.0,0.0,9088.2,598.0,69,0.75,taylor58@example.net
5081,2025-08-08,  BRENT BOYER  ,New York,Credit,payment ,BRANCH,Completed,4759.18,2.5,3880.17,746.0,61,0.36,fblake@example.com
5082,2025-06-27,Mark Henderson,DALLAS , savings,Fee,ATM,Completed,7618.34,2.5,29226.31,541.0,49,0.87,hartmadison@example.com
5083,11/29/2025,Jennifer Sanford, new york, savings,payment ,ATM,Completed,2609.07,0.0,35527.27,744.0,54,0.54,marilynreed@example.net
5084,2026-02-26,  PEGGY LUNA  ,New York,Credit,Deposit,ATM,PENDING,8380.5,2.5,14565.28,828.0,30,0.38,herrerarebecca@example.net
5085,2025-09-26,Tammy Molina,Dallas,Loan,payment ,Branch,Pending,11880.14,15.0,6825.79,789.0,26,0.65,hamiltonjonathan@example.com
5086,07/01/2025,Audrey White,DALLAS ,Savings,Payment,mobile ,Pending,12670.32,0.0,25630.64,796.0,68,0.85,davidtanner@example.com
5087,2025-07-30,Mary Peterson,Dallas,CHECKING ,Transfer,ATM,PENDING,679.29,0.0,33979.96,641.0,49,0.62,laura62@example.org
5088,2026-01-19,Andrew Davis,New York,Loan,Transfer,BRANCH,PENDING,11547.34,15.0,19402.69,790.0,47,0.92,erica52@example.org
5089,10/24/2025,Nathaniel Farmer,Chicago,Savings,Payment,Branch,completed ,1281.03,0.0,14003.17,782.0,30,0.81,pjennings@example.net
5090,2025-12-11,Tina Phillips,New York,Savings,Payment,Mobile,Failed,3387.47,0.0,46575.88,,30,0.22,barkerjonathan@example.com
5091,08/29/2025,  DARLENE HODGES  ,Atlanta,Checking,Withdrawal,mobile ,PENDING,8243.34,10.0,30639.56,736.0,28,0.76,igriffin@example.com
5092,2025-05-28,Phillip Turner,Seattle,Savings,payment ,mobile ,PENDING,7742.75,0.0,36067.94,669.0,48,0.1,kathleenadams@example.org
5093,05/28/2025,Barbara Davis,Chicago, savings,Deposit,Branch,Completed,5872.04,2.5,2654.95,718.0,44,0.32,josetate@example.org
5094,04/29/2025,  COLLEEN LEE  ,New York,Credit,Fee,ATM,Failed,,10.0,9166.91,757.0,65,0.51,james95@example.com
5095,2025-07-08,Dr. Kenneth Petersen,Atlanta, savings,Transfer,BRANCH,completed ,14837.11,5.0,23933.29,538.0,69,0.65,adamschad@example.net
5096,04/28/2025,Randy French,Chicago,Loan,Payment,BRANCH,Failed,14606.51,2.5,34757.39,708.0,54,0.33,ilawrence@example.org
5097,2025-04-04,William Williams, new york,Credit,Transfer,BRANCH,completed ,9049.26,2.5,8748.92,747.0,43,0.48,simmonsdonald@example.net
