Transaction_ID,Transaction_Date,Customer_Name,City,Account_Type,Transaction_Type,Channel,Status,Amount,Fee,Balance,Credit_Score,Customer_Age,Risk_Score,Email
5001,2025-07-13,Lee Thomas,Seattle,CHECKING ,Deposit,Branch,PENDING,399.54,0.0,12622.15,591.0,68,0.19,
5002,2026-01-22,Lauren Warner,DALLAS ,Loan,Withdrawal,ATM,PENDING,6751.91,0.0,40566.81,523.0,69,0.78,davisdonna@example.org
5003,2026-03-02,Michael Bryan,Chicago,Credit,Deposit,Mobile,Pending,10952.73,5.0,,713.0,26,0.57,megancantrell@example.com
5004,2025-07-22,Kathleen Wilcox,Atlanta,Savings,Transfer,Online,Failed,4187.65,10.0,41788.47,603.0,44,0.4,amanda49@example.org
5005,2025-10-06,Tara Chan,Atlanta,CHECKING ,payment ,Online,completed ,8365.32,10.0,16552.0,548.0,35,0.8,suarezcody@example
5006,2026-03-18,Jessica Townsend,New York,Checking,Payment,Branch,Pending,2115.96,10.0,28287.72,654.0,68,0.6,matthew60@example.com
5007,2025-05-19,Scott Barnes,Chicago,CHECKING ,Transfer,Mobile,Failed,8956.23,2.5,19390.15,759.0,54,0.31,betty06@example.com
5008,2025-10-23,  RYAN KELLEY  ,Dallas,Loan,Withdrawal,mobile ,PENDING,6819.51,10.0,43854.72,654.0,53,0.75,sharonho@example.org
5009,02/07/2026,Brandon Sandoval,Dallas,Savings,Fee,Branch,completed ,4879.24,0.0,6037.45,705.0,40,0.3,lisa13@example
5010,2025-08-27,Monica Nelson,Dallas, savings,Withdrawal,Branch,Completed,3994.22,15.0,30526.4,628.0,55,0.74,zjones@example.com
5011,06/17/2025,  STACEY COOK  ,Seattle,Credit,Deposit,Branch,PENDING,8834.92,0.0,29627.79,523.0,25,0.7,robertstravis@example.org
5012,2025-05-10,Cynthia Navarro,Atlanta, savings,Transfer,BRANCH,Failed,3663.88,2.5,40471.1,617.0,27,0.18,millertimothy@example.net
5013,04/22/2025,Patricia Collins,DALLAS ,Savings,Withdrawal,Mobile,Completed,2894.06,5.0,22706.37,736.0,32,0.34,april16@example.net
5014,06/22/2025,Alexandria Sandoval,DALLAS ,Checking,Withdrawal,mobile ,completed ,6111.05,2.5,11080.49,725.0,24,0.24,oneillpaul@example.org
5015,03/18/2026,Katrina Beck DDS,Dallas,Checking,Withdrawal,Mobile,PENDING,4468.2,0.0,29169.42,797.0,24,0.74,achang@example.org
5016,05/04/2025,  ANTHONY SELLERS  ,Chicago,Savings,payment ,Branch,Failed,12930.74,2.5,6434.39,811.0,36,0.59,kenneth12@example.com
5017,2025-05-15,Natasha Acevedo,Dallas,Loan,Withdrawal,ATM,Failed,10083.56,0.0,23132.62,557.0,21,0.49,sara23@example.net
5018,2025-05-01,Jennifer Wise,Dallas,Checking,Transfer,ATM,Failed,12510.33,10.0,15474.6,790.0,21,0.67,hwhite@example
5019,2025-08-12,Matthew Jackson, new york, savings,Withdrawal,ATM,Pending,10771.24,0.0,,655.0,53,0.52,erin64@example
5020,2025-06-08,  REBECCA MCCORMICK  ,Chicago,CHECKING ,Transfer,Mobile,Failed,8286.41,2.5,28264.89,577.0,25,0.9,richardchristensen@example
5021,2025-11-02,Mark Flowers,Dallas,Checking,payment ,BRANCH,Failed,3761.71,0.0,18007.09,806.0,47,0.93,hodgejoanna@example.net
5022,2025-05-16,Tricia Lopez,Dallas,Loan,payment ,Branch,Completed,12964.36,15.0,12784.28,601.0,65,0.19,allenwells@example.com
5023,2025-08-18,Christine Barrett,Chicago,CHECKING ,Withdrawal,Mobile,Completed,5992.03,0.0,43285.47,662.0,43,0.65,kennedypatrick@example.org
5024,2026-01-26,Michael Barnes, new york, savings,Transfer,BRANCH,Pending,5201.66,15.0,16027.03,830.0,53,0.2,denisebell@example.net
5025,02/27/2026,Jasmine Kirk,Dallas,Credit,Transfer,Online,completed ,1072.86,10.0,46078.16,839.0,41,0.66,tamarajames@example.net
5026,2026-02-13,Jessica Richardson,Seattle,CHECKING ,payment ,Online,Pending,13544.51,5.0,28670.71,727.0,56,0.81,suzannemartin@example.com
